RL.ID,Class,Order,Family,Kew.name,Common.name,RL.category,TBL.median,ED.median,EDGE.median,EDGE.Rank,Distribution.code,Distribution.name
30978,PINOPSIDA,PINALES,ARAUCARIACEAE,Agathis montana,Mount Panié Kauri,CR,8.04153,8.45930348589745,8.06496452278175,24,NC,New Caledonia
42149,CYCADOPSIDA,CYCADALES,ZAMIACEAE,Dioon spinulosum,Coyolito de Cerro,EN,14.691371,14.756835296436,7.45115320902901,25,MX,Mexico
31001,PINOPSIDA,PINALES,PODOCARPACEAE,Podocarpus decumbens,,CR,8.816176,8.816176,7.18865343022988,26,NC,New Caledonia
35934,PINOPSIDA,PINALES,PODOCARPACEAE,Prumnopitys andina,Lleuque,VU,32.545108,33.0269007257399,7.18217751878673,27,CL,Chile
31291,PINOPSIDA,PINALES,PINACEAE,Pseudotsuga japonica,Japanese Douglas-fir,EN,13.901389,14.3117533470796,7.16764531449222,28,JP,Japan
42507,PINOPSIDA,PINALES,PODOCARPACEAE,Podocarpus henkelii,Henkel's Yellowwood,EN,14.446517,14.4465172127967,6.69189466804392,29,"MW, TZ, ZA, ZW","Malawi, Tanzania, United Republic of, South Africa, Zimbabwe"
42063,CYCADOPSIDA,CYCADALES,CYCADACEAE,Cycas pranburiensis,,CR,6.506327,6.50632700044086,6.311137190427634,30,TH,Thailand
42098,CYCADOPSIDA,CYCADALES,CYCADACEAE,Cycas zeylanica,,CR,6.232883,6.23288301678536,6.045896526281799,31,IN,India
42118,CYCADOPSIDA,CYCADALES,ZAMIACEAE,Zamia spartea,,CR,5.5244564455,7.29484942845725,5.88994450672133,32,MX,Mexico
31862,PINOPSIDA,PINALES,ARAUCARIACEAE,Agathis kinabaluensis,,EN,9.513257982,10.8075915932122,5.85817224958009,33,MY,Malaysia
34150,PINOPSIDA,PINALES,PODOCARPACEAE,Falcatifolium angustum,,EN,12.20081812,12.8263967573822,5.74022583177062,34,MY,Malaysia
31290,PINOPSIDA,PINALES,PINACEAE,Picea koyamae,Koyama's Spruce,CR,5.744365,6.02916150460441,5.6945678411522,35,JP,Japan
32628,PINOPSIDA,PINALES,PINACEAE,Pinus nelsonii,Nelson Pinyon Pine,EN,10.958171,10.9587748400867,5.51534051088705,36,MX,Mexico
31258,PINOPSIDA,PINALES,CUPRESSACEAE,Cunninghamia konishii,,EN,6.039561,11.2504645473251,5.30025228701624,37,"CN, LA, TW, VN","China, Lao People's Democratic Republic, Taiwan, Province of China, Viet Nam"
34106,PINOPSIDA,PINALES,PODOCARPACEAE,Podocarpus urbanii,Blue Mountain Yacca,CR,5.830711,5.83174510587327,5.15760448490631,38,JM,Jamaica
32055,PINOPSIDA,PINALES,CUPRESSACEAE,Athrotaxis selaginoides,King William Pine,VU,2.551752,21.2167438871592,5.14854191156215,39,AU,Australia
31265,PINOPSIDA,PINALES,TAXACEAE,Amentotaxus formosana,Taiwan Catkin Yew,EN,10.551438,10.5542399917059,5.118806395977361,40,TW,"Taiwan, Province of China"
32054,PINOPSIDA,PINALES,CUPRESSACEAE,Athrotaxis cupressoides,Pencil Pine,VU,2.551752,20.7512814454534,5.03577684593899,41,AU,Australia
42037,CYCADOPSIDA,CYCADALES,CYCADACEAE,Cycas chamaoensis,,CR,5.299164,5.59859323366382,5.02502696260675,42,TH,Thailand
